img_fp,l0,l1,l2,l3
"('intermediary/split_data/test/TCGA-AJ-A3OL-01Z-00-DX1.AB25578F-C080-4A38-835A-E40703686ABF.png',)",1.6802827,1.0602841,0.9786259,0.91689503
"('intermediary/split_data/test/TCGA-L6-A4EQ-01Z-00-DX1.F8E576B5-ADA7-44DB-AC79-C3429F2B33E2.png',)",1.1484251,0.6924974,2.260535,1.448098
"('intermediary/split_data/test/TCGA-50-5045-01Z-00-DX2.0FCA12EA-572E-4A7D-900D-6E200892170E.png',)",1.0055448,0.6446957,1.9353786,1.3060114
"('intermediary/split_data/test/TCGA-49-4505-01Z-00-DX2.48df81e7-5a8e-4c5b-993a-6a54481a35e9.png',)",0.88931626,1.1471488,1.427171,2.1283793
"('intermediary/split_data/test/TCGA-TM-A84H-01Z-00-DX2.3DD9940B-E941-45C4-8C26-0F87E8EF4569.png',)",0.890519,2.3635962,0.8416402,1.4980532
"('intermediary/split_data/test/TCGA-49-4494-01Z-00-DX7.9f722476-622e-4374-9fda-ef35184f01e0.png',)",1.20251,2.226603,1.2591195,1.8319643
"('intermediary/split_data/test/TCGA-L5-A43E-01Z-00-DX1.03B10F6C-C211-4357-941C-6414D0DA5335.png',)",2.1331136,1.6771328,1.8103713,1.0584544
"('intermediary/split_data/test/TCGA-A3-3383-01Z-00-DX1.47624bec-fdf1-48d6-8cd6-04cad2948117.png',)",1.7098609,1.1036146,1.3355508,0.8537883
"('intermediary/split_data/test/TCGA-DB-A75K-01Z-00-DX1.20780A21-CE9E-4ABB-97E9-3D44D47C6218.png',)",1.4008843,1.6159459,0.6410387,0.9757424
"('intermediary/split_data/test/TCGA-Y6-A9XI-01Z-00-DX5.C484E378-EF4C-4F91-ACC0-53FFC48F166F.png',)",0.8415668,1.549157,0.7380845,1.0557835
"('intermediary/split_data/test/TCGA-DH-5140-01Z-00-DX1.59175D15-3971-470B-85A0-E6984D4CA438.png',)",0.66651577,1.0092976,1.2415813,2.3412192
"('intermediary/split_data/test/TCGA-EL-A3GY-01Z-00-DX1.77EB800B-4CE0-4AD3-816B-EA6D945C1156.png',)",2.2620676,2.1182199,1.767586,1.7407211
"('intermediary/split_data/test/TCGA-49-4490-01Z-00-DX5.feea87ff-61c6-465e-8b36-4803f6af3d62.png',)",1.0304416,0.7636675,2.4090757,1.2607287
"('intermediary/split_data/test/TCGA-HT-7874-01Z-00-DX1.5D728C37-46E8-4B21-B55E-4EA2787DF519.png',)",1.0428339,2.4893088,0.8858255,1.7538166
"('intermediary/split_data/test/TCGA-AX-A0IZ-01Z-00-DX2.9AC6AAD3-9A99-4236-9BC8-15BFA48883B6.png',)",2.5017903,1.6738861,1.5505682,1.1982467
"('intermediary/split_data/test/TCGA-CJ-4903-01Z-00-DX1.6DB22AEA-582B-44CB-B153-CBBFE5042735.png',)",0.8778136,0.7869092,1.6080204,1.3112322
"('intermediary/split_data/test/TCGA-HC-7744-01Z-00-DX1.0e34f0c8-9f3d-41e9-a9bb-7b6596b75398.png',)",0.6432871,1.8522629,0.6414256,1.2190286
"('intermediary/split_data/test/TCGA-55-A490-01Z-00-DX1.07D77502-7216-4C23-9BB8-8DE99AECC920.png',)",1.1132776,2.2002451,0.7031807,1.2474802
"('intermediary/split_data/test/TCGA-B0-4718-01Z-00-DX1.24cc8660-df2d-4910-ae5d-68b6ab6feb57.png',)",1.362339,2.5806339,0.98895365,1.7021508
"('intermediary/split_data/test/TCGA-B5-A3FH-01Z-00-DX1.6AFA4BA5-93E2-4E5A-9DB5-0441F070DA74.png',)",0.77158076,1.2398742,1.4334159,2.398545
"('intermediary/split_data/test/TCGA-HT-7856-01Z-00-DX5.39E17A43-12E3-444F-BAD4-BEFCDAB90491.png',)",2.4956172,1.7752275,1.5794457,1.0982262
"('intermediary/split_data/test/TCGA-YL-A8SH-01Z-00-DX2.2B25B4BE-0236-44E4-A04E-498C45AEA23B.png',)",2.2717288,1.9997025,1.7945138,1.6507882
"('intermediary/split_data/test/TCGA-AJ-A8CV-01Z-00-DX1.55DF27AD-3DF8-4458-9333-636E403B0ACF.png',)",0.63800365,0.63800365,1.2965323,0.80154145
"('intermediary/split_data/test/TCGA-H2-A3RH-01Z-00-DX1.444D8191-ADFF-4A59-BC33-B08F246594AE.png',)",1.2639455,1.2605147,1.0419577,0.98417795
"('intermediary/split_data/test/TCGA-R8-A6MK-01Z-00-DX6.695AD627-C157-4804-AE53-5E0E6AAD07CC.png',)",1.0564116,1.7657571,0.8986418,1.2626654
"('intermediary/split_data/test/TCGA-78-8648-01Z-00-DX1.D3EAEF8E-E739-490F-BF48-A4796B0C0E7A.png',)",2.5058753,1.7759635,1.6933882,1.4164622
"('intermediary/split_data/test/TCGA-FG-A6J3-01Z-00-DX3.76B18CCB-CE54-4A5D-9B74-8E62AE893147.png',)",1.5443313,2.348483,1.8408309,2.2464418
"('intermediary/split_data/test/TCGA-B8-4143-01Z-00-DX1.44100402-0862-4e68-83fa-c8fb6536563a.png',)",0.63800365,0.7529498,0.6380039,1.8389722
"('intermediary/split_data/test/TCGA-CH-5738-01Z-00-DX1.fcb841b3-9257-48a4-b175-26df4227b0ce.png',)",0.71651447,0.6868404,1.140248,0.88449043
"('intermediary/split_data/test/TCGA-EI-6884-01Z-00-DX1.45c3bfa8-e7c2-4943-b5fe-2a2587b75f55.png',)",0.6393657,1.2470316,0.638448,0.9588445
"('intermediary/split_data/test/TCGA-A5-A2K5-01Z-00-DX1.6DC4542C-DF59-4A50-9A8A-DBA9DE28678A.png',)",0.6604132,1.1579307,1.1408492,2.5500677
"('intermediary/split_data/test/TCGA-55-8089-01Z-00-DX1.da4d99ff-4a7c-45a3-b79c-039c0c9e9712.png',)",0.63800365,0.63800365,0.63800365,0.92996955
"('intermediary/split_data/test/TCGA-DB-5279-01Z-00-DX2.40EBC457-110D-408A-A40D-B51873A28818.png',)",0.6446964,1.0715162,0.74081004,2.1270857
"('intermediary/split_data/test/TCGA-P5-A72W-01Z-00-DX1.0F26308D-5394-4499-AD5C-096B7608AF45.png',)",1.7027571,2.340123,1.2699138,2.0950727
"('intermediary/split_data/test/TCGA-EL-A3MX-01Z-00-DX1.4E7683C9-AA35-4A12-BE04-948A609446FB.png',)",1.1669811,1.0094973,2.5035949,1.8733367
"('intermediary/split_data/test/TCGA-EM-A1CV-01Z-00-DX1.BF664F6E-7B7B-4333-95CA-C5FC79BE39BB.png',)",0.8425636,1.3129969,1.3994067,2.597174
"('intermediary/split_data/test/TCGA-HT-7874-01Z-00-DX2.E36EF1D2-10E5-4AE4-AF5C-6DCA6AF636E6.png',)",2.580643,1.4158474,1.6349347,0.9931085
"('intermediary/split_data/test/TCGA-CZ-5452-01Z-00-DX1.470c0bee-aba6-4cd5-a3c4-ef05ea3bf14f.png',)",0.9860692,1.7902952,0.68477327,1.1577859
"('intermediary/split_data/test/TCGA-FG-A713-01Z-00-DX4.12FA5CBD-8304-414F-99BD-2FDA6F9DAC00.png',)",0.63800365,0.63800365,0.63832986,0.6423896
"('intermediary/split_data/test/TCGA-R8-A6MO-01Z-00-DX8.AC129F31-C312-4EAF-99B5-62E758C84C6E.png',)",1.1012831,0.8127079,2.363107,2.0034552
"('intermediary/split_data/test/TCGA-CJ-5679-01Z-00-DX1.659CD853-BC8A-474D-9EEF-32FF73CFC12F.png',)",0.6386947,1.4697891,0.63800365,0.9537683
"('intermediary/split_data/test/TCGA-B0-5099-01Z-00-DX1.b52a09b0-7361-4bc8-afce-d587d716599a.png',)",1.1904802,0.8429414,2.5027986,1.8153349
"('intermediary/split_data/test/TCGA-D1-A2G5-01Z-00-DX1.55A90DFF-D910-4994-8BD7-7FA8CCB00EB3.png',)",2.3969717,1.7444688,2.1556349,1.5060215
"('intermediary/split_data/test/TCGA-BG-A0MU-01Z-00-DX1.238034FC-5E19-4E70-9FAB-2B478FAA33D2.png',)",0.72471267,1.1582848,1.1070409,2.3347757
"('intermediary/split_data/test/TCGA-KK-A5A1-01Z-00-DX1.E2FB5324-5471-424D-95DB-AFB8736D237C.png',)",0.87863404,0.8353662,2.3116536,1.771356
"('intermediary/split_data/test/TCGA-49-6743-01Z-00-DX2.f6b71e89-19ff-4d9b-a3f1-3a52949f1dc7.png',)",1.7514426,1.658606,0.7767769,1.6645696
"('intermediary/split_data/test/TCGA-DU-A5TW-01Z-00-DX1.8129468D-0B48-4EAA-BF6C-BA18DDA4E56C.png',)",0.641141,0.642271,0.64197564,0.64121896
"('intermediary/split_data/test/TCGA-KK-A7AQ-01Z-00-DX1.D9E1F380-3695-43A8-B3EA-FC0B391C34C8.png',)",1.230352,1.126761,2.318432,1.7903727
"('intermediary/split_data/test/TCGA-EM-A22O-01Z-00-DX1.54357B5E-FDE4-4C7A-B2D9-3E26B4D9DDD2.png',)",0.63955224,0.8672056,0.90850586,2.1166477
"('intermediary/split_data/test/TCGA-EB-A6QY-01Z-00-DX1.F6C8B1E9-42E1-4F97-AADF-6A6C14637BBF.png',)",2.3235717,1.6011792,1.742284,1.0701791
"('intermediary/split_data/test/TCGA-S9-A6WP-01Z-00-DX1.C3E303DF-A88E-4A62-8958-BDE01A384D99.png',)",1.2261885,2.2342596,1.215143,2.086108
"('intermediary/split_data/test/TCGA-BG-A0MA-01Z-00-DX1.98944ce9-d364-4c77-8c2e-bfb47e4cc503.png',)",2.0057719,2.5126958,1.4550462,1.7945436
"('intermediary/split_data/test/TCGA-HT-7875-01Z-00-DX2.FB751492-473E-4D1A-AE6E-AC3F27A367C1.png',)",0.64480025,1.0825902,1.0994569,2.3934238
"('intermediary/split_data/test/TCGA-VP-A87C-01Z-00-DX1.6DD1B93C-250B-4FD2-9630-F5C0A554FE98.png',)",0.98308605,0.8876988,2.2323465,2.1655357
"('intermediary/split_data/test/TCGA-G9-6342-01Z-00-DX1.5ea9bcc5-b2ce-4aef-a89d-c02eb3fd8910.png',)",1.0461739,0.87242424,2.2422712,1.7939082
"('intermediary/split_data/test/TCGA-AK-3431-01Z-00-DX1.5D6F4225-F46D-4368-969F-64652FB0DDA9.png',)",1.8318943,1.655658,1.4754856,1.1995578
"('intermediary/split_data/test/TCGA-HT-7686-01Z-00-DX1.BBFB6833-AB78-4B58-B996-20A0D57C7713.png',)",0.6444772,1.6515759,0.6393597,1.1057662
"('intermediary/split_data/test/TCGA-KK-A6E6-01Z-00-DX1.6A3018FB-D1B1-44E8-A846-29F6EE572747.png',)",0.93517673,0.7756409,2.3562503,1.8569211
"('intermediary/split_data/test/TCGA-55-7994-01Z-00-DX1.a0858080-c471-4337-bc57-7af57e9d92d8.png',)",0.75005096,1.934206,0.6988692,1.0642627
"('intermediary/split_data/test/TCGA-HT-7902-01Z-00-DX1.B9265DE0-438A-4D0E-A828-EE5019422E0C.png',)",0.63800365,0.63800365,1.1795611,1.2707407
"('intermediary/split_data/test/TCGA-EC-A1QX-01Z-00-DX1.D94B9C3B-F06F-4300-B492-E2534AF4D703.png',)",1.2186023,0.8863861,2.4282632,1.9595801
"('intermediary/split_data/test/TCGA-EO-A3KX-01Z-00-DX1.1B8059D4-4AF2-40A5-B053-7F7EA4742DC2.png',)",0.6438702,1.0324904,0.9400712,2.423382
"('intermediary/split_data/test/TCGA-67-3774-01Z-00-DX1.FE85FDCB-91D2-47C5-8D13-D622A51A7BE0.png',)",0.6392618,1.2543622,0.6386044,0.74707955
"('intermediary/split_data/test/TCGA-CJ-4871-01Z-00-DX1.B944523E-7380-4C02-A3C4-B337A41AEDD9.png',)",0.64906114,1.0041845,0.959282,2.4325385
"('intermediary/split_data/test/TCGA-A5-A7WJ-01Z-00-DX1.385CBB18-471D-47BF-A10C-E948874BDCC4.png',)",1.0313358,0.67212194,2.5145721,1.408143
"('intermediary/split_data/test/TCGA-V1-A8MK-01Z-00-DX1.54C1630D-42EC-4DD5-9FBF-C82CAAC679B5.png',)",0.7386109,1.1667566,1.3804426,2.334195
"('intermediary/split_data/test/TCGA-49-4512-01Z-00-DX1.ced0bda8-f2d6-4bcb-b2d6-b122846a3079.png',)",0.66389734,0.6527654,1.6520729,0.779017
"('intermediary/split_data/test/TCGA-D1-A0ZR-01Z-00-DX1.E126678B-0C0C-4632-98D7-E8297065E745.png',)",0.7221284,0.98990643,1.3548456,2.476006
"('intermediary/split_data/test/TCGA-EY-A72D-01Z-00-DX1.4303F43E-9702-4089-A854-4072C87A1FAC.png',)",0.63800365,0.67887384,0.64090115,0.8359499
"('intermediary/split_data/test/TCGA-YL-A8SQ-01Z-00-DX1.0DFEF9A0-9C25-46F9-8EB4-96844346F236.png',)",1.4873968,2.4880555,1.2925876,1.7373614
"('intermediary/split_data/test/TCGA-BP-4758-01Z-00-DX1.f30694f7-b54f-43d8-a71c-0558caf0621c.png',)",0.988641,0.7699644,2.5322645,1.4559579
"('intermediary/split_data/test/TCGA-EM-A22I-01Z-00-DX1.D356C061-F2F9-4519-B50F-332CDCEFCEAE.png',)",2.0659273,1.1552782,1.2874612,0.8725675
"('intermediary/split_data/test/TCGA-BF-A5EP-01Z-00-DX1.71203389-D158-4FBC-B55C-D1829AE33F77.png',)",0.74864596,0.7387078,1.9443833,1.3624613
"('intermediary/split_data/test/TCGA-38-4632-01Z-00-DX1.5E05F85C-53BC-4280-8E7F-8B9DECEF849F.png',)",0.63800365,0.63800365,0.8667328,1.0940082
"('intermediary/split_data/test/TCGA-HC-7233-01Z-00-DX1.f27b1b5d-4a74-4fa9-95b3-451e478d2691.png',)",0.63800365,1.0237936,0.63800365,0.80863774
"('intermediary/split_data/test/TCGA-CZ-5469-01Z-00-DX1.5c3baf64-ab33-4b32-b5e7-b7e4f42b6051.png',)",1.1073233,1.3164341,2.3213787,2.5369542
"('intermediary/split_data/test/TCGA-OR-A5LO-01Z-00-DX2.16D63C12-5A16-4649-972D-E82958BF1AAE.png',)",2.278151,2.2265732,1.7462729,1.6566954
"('intermediary/split_data/test/TCGA-CS-5390-01Z-00-DX1.3C241E8A-D2E7-4C8D-ABDF-60391D8A32AD.png',)",0.6381067,1.0435839,0.6380117,0.71080315
"('intermediary/split_data/test/TCGA-TM-A7CF-02Z-00-DX1.7EFCCDDE-B065-4367-8C0B-91A3D4E277D5.png',)",0.9363469,2.097679,1.0162607,1.9074497
"('intermediary/split_data/test/TCGA-HT-7605-01Z-00-DX2.B8FE3450-CB38-49E2-9486-F20388AA1246.png',)",0.9826847,0.73381495,1.9251766,1.6416698
"('intermediary/split_data/test/TCGA-BP-4338-01Z-00-DX1.fbadb1d7-c11d-4347-9f3c-447f52dde639.png',)",1.3403088,2.3760908,1.2611927,1.8424597
"('intermediary/split_data/test/TCGA-91-A4BD-01Z-00-DX1.2E575CAC-6AEB-4049-972A-EA43457A9C9D.png',)",1.1276673,1.6467669,0.85519534,1.1518445
"('intermediary/split_data/test/TCGA-EY-A1GL-01Z-00-DX1.26A5893F-D736-42EE-8463-F58307766D46.png',)",0.93271023,0.78165483,2.418094,1.2962682
"('intermediary/split_data/test/TCGA-55-8205-01Z-00-DX1.6df6d499-f325-409d-acb1-9e13172f2bb4.png',)",0.6444175,0.64016217,1.38487,0.9448016
"('intermediary/split_data/test/TCGA-BP-4782-01Z-00-DX1.1da979ff-efd3-4c2b-920c-a458f52ef89a.png',)",0.63800365,0.6539819,0.8119002,1.9188408
"('intermediary/split_data/test/TCGA-BP-5006-01Z-00-DX1.98cb6ac9-bb30-4b71-aa66-0d08f80ecd55.png',)",2.4557931,1.9362546,1.8852975,1.453237
"('intermediary/split_data/test/TCGA-CZ-5451-01Z-00-DX1.52404227-5c75-4cee-9da9-9176f3f3f89c.png',)",2.2766585,2.2379174,1.896473,1.6086756
"('intermediary/split_data/test/TCGA-BP-4164-01Z-00-DX1.9834000b-0e64-46b0-ad7f-9c18b93bf4c0.png',)",1.7330464,2.408337,1.5281311,1.7952787
"('intermediary/split_data/test/TCGA-78-7163-01Z-00-DX1.42880bdf-271d-41dd-aada-e7ec1156ff31.png',)",2.4801548,1.7181169,1.7504927,1.1402997
"('intermediary/split_data/test/TCGA-VM-A8C9-01Z-00-DX4.20D5EE02-3CD2-45C4-AF74-539DC859369B.png',)",2.4978647,2.20401,1.9596939,1.3740462
"('intermediary/split_data/test/TCGA-BP-4161-01Z-00-DX1.a5c24186-a438-4c65-857e-d6da30340342.png',)",0.8565872,0.7974874,1.9115374,1.3451394
"('intermediary/split_data/test/TCGA-VM-A8C8-01Z-00-DX4.980FE353-1CBB-4B38-B26C-F96EFCA462B9.png',)",0.63800365,0.63800365,0.63800365,0.90341884
"('intermediary/split_data/test/TCGA-A5-A0R8-01Z-00-DX1.49456CC3-DA7C-4D05-BA0E-B1409CF98E0D.png',)",1.9940208,2.4685032,1.4925367,2.0812516
"('intermediary/split_data/test/TCGA-49-AARR-01Z-00-DX1.9BCAFE3D-447C-40D6-85DD-AFABF6978376.png',)",1.8742065,1.2027123,1.0698925,0.83191216
"('intermediary/split_data/test/TCGA-EL-A3GU-01Z-00-DX1.D4950D69-FE48-4273-BD87-55258D0249BA.png',)",2.512216,1.6898429,2.1288006,0.8693035
"('intermediary/split_data/test/TCGA-CH-5750-01Z-00-DX1.88db9d82-82c0-44b7-87b2-6e3bcdfb58ad.png',)",0.63800365,0.66814923,0.911539,1.8118598
"('intermediary/split_data/test/TCGA-KK-A8IG-01Z-00-DX1.57499D3B-8589-4A1A-A295-A17B48704A54.png',)",2.461718,1.3833728,2.0309818,1.1652098
"('intermediary/split_data/test/TCGA-FI-A2F4-01Z-00-DX1.244933F2-B64B-434F-91C8-C90B73B2B4E2.png',)",2.5049336,2.1721325,1.6814401,1.3736483
"('intermediary/split_data/test/TCGA-50-6591-01Z-00-DX1.12e1050b-75e9-4059-b945-291995b3e93c.png',)",1.0350316,1.7113696,0.64138836,1.4464734
"('intermediary/split_data/test/TCGA-PG-A916-01Z-00-DX1.EE02736A-4198-4880-9791-8AA6899533D1.png',)",0.8850913,0.7792064,2.3899024,1.5800188
"('intermediary/split_data/test/TCGA-KK-A6E1-01Z-00-DX1.83E2D047-9152-4CD5-A5C2-EC6606F2D4EF.png',)",0.92045903,0.8287145,2.214714,2.0722675
"('intermediary/split_data/test/TCGA-B8-4146-01Z-00-DX1.0F0EECE2-3ECC-4CEB-AAAC-DCE2AAF8E7CA.png',)",0.74473804,0.70613945,1.585,1.0820118
"('intermediary/split_data/test/TCGA-R8-A6MK-01Z-00-DX4.1AB7C91A-8956-45E5-BAC1-E978E68643DC.png',)",1.0976088,0.75325066,2.3048923,1.5382969
"('intermediary/split_data/test/TCGA-QH-A6CX-01Z-00-DX1.EBB9DC1A-C774-48BF-942F-89837EE940DE.png',)",0.6903577,1.0681474,1.0368233,2.199536
"('intermediary/split_data/test/TCGA-BP-5174-01Z-00-DX1.d6f8427f-fbbe-4582-a020-ede5675a7e76.png',)",0.67652816,1.190714,1.1088103,2.553562
"('intermediary/split_data/test/TCGA-EJ-5506-01Z-00-DX1.9d0714eb-b01a-482e-b077-76f92b3a5e3f.png',)",2.3488772,1.3985314,1.6983311,1.1285825
"('intermediary/split_data/test/TCGA-35-5375-01Z-00-DX1.10708170-750A-451B-BC10-0B4042540033.png',)",0.91712755,2.391564,0.8289409,1.5699397
"('intermediary/split_data/test/TCGA-EM-A2CL-01Z-00-DX1.32F1BCF4-7F07-4653-A859-056DE18DE6CE.png',)",0.69298583,1.8667351,0.6808025,1.0896331
"('intermediary/split_data/test/TCGA-FG-7636-01Z-00-DX1.BD12D54F-E266-4950-AB43-912C714E338C.png',)",1.5051569,1.2995851,1.5299047,1.1614264
"('intermediary/split_data/test/TCGA-FG-A713-01Z-00-DX1.92B1CBC8-BF31-4748-92B6-EA4ACB3366FF.png',)",1.2232189,0.7854157,0.8286943,0.67711014
"('intermediary/split_data/test/TCGA-DO-A1JZ-01Z-00-DX1.CD2D8D52-8E7A-4187-A5BA-DF3E0FA7984A.png',)",0.6983587,1.2449721,0.9388287,2.4181237
"('intermediary/split_data/test/TCGA-44-A47G-01Z-00-DX1.810F67EC-3A0C-4056-B736-3331A11412CC.png',)",1.4004533,0.84888655,0.87803984,0.68881214
"('intermediary/split_data/test/TCGA-CJ-4634-01Z-00-DX1.565F5F92-0011-454D-9D1F-1F87603197F9.png',)",1.0223304,0.8170913,2.2368913,1.269705
"('intermediary/split_data/test/TCGA-YL-A9WL-01Z-00-DX1.4EE10C9A-18EA-4DB0-BE29-06F6A75FE5A0.png',)",0.8767437,0.896752,2.1511514,1.4907606
"('intermediary/split_data/test/TCGA-BJ-A191-01Z-00-DX1.E65056B8-C7D0-46A6-98B8-067E25548912.png',)",2.282257,1.2315677,1.7609439,1.0989529
"('intermediary/split_data/test/TCGA-AX-A1CK-01Z-00-DX2.727BC252-9244-461D-93C8-9101E0EEABB4.png',)",1.3916596,2.5216534,1.1885012,2.014059
"('intermediary/split_data/test/TCGA-HT-7470-01Z-00-DX4.204D0CF2-A22E-4428-8E8C-572432B86280.png',)",2.348984,1.5123956,1.1617362,1.1403582
"('intermediary/split_data/test/TCGA-BG-A0MH-01Z-00-DX1.8AEFF9B2-EF2A-4FA3-A38D-F88A0E3B8176.png',)",0.6380661,1.2448714,1.0433801,2.5972595
"('intermediary/split_data/test/TCGA-78-7152-01Z-00-DX1.a04f9d84-3304-402c-9c0c-f64545c14781.png',)",2.32809,2.0600295,1.8931535,1.2228541
"('intermediary/split_data/test/TCGA-FG-8188-01Z-00-DX2.41b9a28a-95c5-4ebe-ab98-51aa44967cd0.png',)",0.6685808,0.63847184,1.726872,1.1796705
"('intermediary/split_data/test/TCGA-CZ-5987-01Z-00-DX1.b9be10de-122d-4cef-961f-298c359e513d.png',)",0.6845166,0.7960436,1.4009836,2.0255585
"('intermediary/split_data/test/TCGA-KK-A8I9-01Z-00-DX1.8DD81B98-3C5B-4F54-A1E9-0966E12205E3.png',)",1.2176071,2.3567128,1.1686857,1.7979728
